1	38	0d	3	10
1	39	0u	3	10
2	0	1	-2	8
2	1	2	-2	8
2	2	3	-2	8
2	3	0d	-2	8
2	4	0u	-2	8
2	25	1	-2	9
2	26	2	-2	9
2	27	3	-2	9
2	28	0d	-2	9
2	29	0u	-2	9
2	5	1	-1	8
2	6	2	-1	8
2	7	3	-1	8
2	8	0d	-1	8
2	9	0u	-1	8
2	20	1	-1	9
2	21	2	-1	9
2	22	3	-1	9
2	23	0d	-1	9
2	24	0u	-1	9
2	10	1	0	8
2	11	2	0	8
2	12	3	0	8
2	13	0d	0	8
2	14	0u	0	8
2	40	1	0	9
2	41	2	0	9
2	42	3	0	9
2	43	0d	0	9
2	44	0u	0	9
2	15	1	1	8
2	16	2	1	8
2	17	3	1	8
2	18	0d	1	8
2	19	0u	1	8
2	45	1	1	9
2	46	2	1	9
2	47	3	1	9
2	48	0d	1	9
2	49	0u	1	9
2	30	1	2	8
2	31	2	2	8
2	32	3	2	8
2	33	0d	2	8
2	34	0u	2	8
2	50	1	2	9
2	51	2	2	9
2	52	3	2	9
2	53	0d	2	9
2	54	0u	2	9
2	35	1	3	8
2	36	2	3	8
2	37	3	3	8
2	38	0d	3	8
2	39	0u	3	8
2	55	1	3	9
2	56	2	3	9
2	57	3	3	9
2	58	0d	3	9
2	59	0u	3	9
3	0	1	-8	11
3	1	2	-8	11
3	2	3	-8	11
3	3	0d	-8	11
3	4	0u	-8	11
3	20	1	-8	10
3	21	2	-8	10
3	22	3	-8	10
3	23	0d	-8	10
3	24	0u	-8	10
3	5	1	-7	11
3	6	2	-7	11
3	7	3	-7	11
3	8	0d	-7	11
3	9	0u	-7	11
3	26	1	-7	10
3	25	2	-7	10
3	27	3	-7	10
3	28	0d	-7	10
3	29	0u	-7	10
3	10	1	-6	11
3	11	2	-6	11
3	12	3	-6	11
3	13	0d	-6	11
3	14	0u	-6	11
3	40	1	-6	10
3	41	2	-6	10
3	42	3	-6	10
3	43	0d	-6	10
3	44	0u	-6	10
3	15	1	-5	11
3	16	2	-5	11
3	17	3	-5	11
3	18	0d	-5	11
3	19	0u	-5	11
3	45	1	-5	10
3	46	2	-5	10
3	47	3	-5	10
3	48	0d	-5	10
3	49	0u	-5	10
3	30	1	-4	11
3	31	2	-4	11
3	32	3	-4	11
3	33	0d	-4	11
3	34	0u	-4	11
3	50	1	-4	10
3	51	2	-4	10
3	52	3	-4	10
3	53	0d	-4	10
3	54	0u	-4	10
3	35	1	-3	11
3	36	2	-3	11
3	37	3	-3	11
3	38	0d	-3	11
3	39	0u	-3	11
3	55	1	-3	10
3	56	2	-3	10
3	57	3	-3	10
3	58	0d	-3	10
3	59	0u	-3	10
4	15	1	6	6
4	16	2	6	6
4	17	3	6	6
4	18	0d	6	6
4	19	0u	6	6
4	10	1	7	6
4	11	2	7	6
4	12	3	7	6
4	13	0d	7	6
4	14	0u	7	6
4	50	1	7	7
4	51	2	7	7
4	52	3	7	7
4	53	0d	7	7
4	54	0u	7	7
4	45	1	8	7
4	46	2	8	7
4	47	3	8	7
4	48	0d	8	7
4	49	0u	8	7
4	20	1	9	7
4	21	2	9	7
4	22	3	9	7
4	23	0d	9	7
4	24	0u	9	7
4	30	1	11	8
4	31	2	11	8
4	32	3	11	8
4	33	0d	11	8
4	34	0u	11	8
4	35	1	11	9
4	36	2	11	9
4	37	3	11	9
4	38	0d	11	9
4	39	0u	11	9
4	0	1	12	8
4	1	2	12	8
4	2	3	12	8
4	3	0d	12	8
4	4	0u	12	8
4	55	1	12	9
4	56	2	12	9
4	57	3	12	9
4	58	0d	12	9
4	59	0u	12	9
4	5	1	13	8
4	6	2	13	8
4	7	3	13	8
4	8	0d	13	8
4	9	0u	13	8
4	40	1	13	9
4	41	2	13	9
4	42	3	13	9
4	43	0d	13	9
4	44	0u	13	9
4	25	1	14	8
4	26	2	14	8
4	27	3	14	8
4	28	0d	14	8
4	29	0u	14	8
5	0	1	-8	14
5	1	2	-8	14
5	2	3	-8	14
5	3	0d	-8	14
5	4	0u	-8	14
5	20	1	-8	13
5	21	2	-8	13
5	22	3	-8	13
5	23	0d	-8	13
5	24	0u	-8	13
5	40	1	-8	12
5	41	2	-8	12
5	42	3	-8	12
5	43	0d	-8	12
5	44	0u	-8	12
5	5	1	-7	14
5	6	2	-7	14
5	7	3	-7	14
5	8	0d	-7	14
5	9	0u	-7	14
5	25	1	-7	13
5	26	2	-7	13
5	27	3	-7	13
5	28	0d	-7	13
5	29	0u	-7	13
5	45	1	-7	12
5	46	2	-7	12
5	47	3	-7	12
5	48	0d	-7	12
5	49	0u	-7	12
5	10	1	-6	14
5	11	2	-6	14
5	12	3	-6	14
5	13	0d	-6	14
5	14	0u	-6	14
5	30	1	-6	13
5	31	2	-6	13
5	32	3	-6	13
5	33	0d	-6	13
5	34	0u	-6	13
5	50	1	-6	12
5	51	2	-6	12
5	52	3	-6	12
5	53	0d	-6	12
5	54	0u	-6	12
5	15	1	-5	14
5	16	2	-5	14
5	17	3	-5	14
5	18	0d	-5	14
5	19	0u	-5	14
5	35	1	-5	13
5	36	2	-5	13
5	37	3	-5	13
5	38	0d	-5	13
5	39	0u	-5	13
5	55	1	-5	12
5	56	2	-5	12
5	57	3	-5	12
5	58	0d	-5	12
5	59	0u	-5	12
6	0	1	-4	14
6	1	2	-4	14
6	2	3	-4	14
6	3	0d	-4	14
6	4	0u	-4	14
6	20	1	-4	13
6	21	2	-4	13
6	22	3	-4	13
6	23	0d	-4	13
6	24	0u	-4	13
6	40	1	-4	12
6	41	2	-4	12
6	42	3	-4	12
6	43	0d	-4	12
6	44	0u	-4	12
6	5	1	-3	14
6	6	2	-3	14
6	7	3	-3	14
6	8	0d	-3	14
6	9	0u	-3	14
6	25	1	-3	13
6	26	2	-3	13
6	27	3	-3	13
6	28	0d	-3	13
6	29	0u	-3	13
6	45	1	-3	12
6	46	2	-3	12
6	47	3	-3	12
6	48	0d	-3	12
6	49	0u	-3	12
6	10	1	-2	14
6	11	2	-2	14
6	12	3	-2	14
6	13	0d	-2	14
6	14	0u	-2	14
6	30	1	-2	13
6	31	2	-2	13
6	32	3	-2	13
6	33	0d	-2	13
6	34	0u	-2	13
6	50	1	-2	12
6	51	2	-2	12
6	52	3	-2	12
6	53	0d	-2	12
6	54	0u	-2	12
6	15	1	-1	14
6	16	2	-1	14
6	17	3	-1	14
6	18	0d	-1	14
6	19	0u	-1	14
6	35	1	-1	13
6	36	2	-1	13
6	37	3	-1	13
6	38	0d	-1	13
6	39	0u	-1	13
6	55	1	-1	12
6	56	2	-1	12
6	57	3	-1	12
6	58	0d	-1	12
6	59	0u	-1	12
7	0	1	0	14
7	1	2	0	14
7	2	3	0	14
7	3	0d	0	14
7	4	0u	0	14
7	20	1	0	13
7	21	2	0	13
7	22	3	0	13
7	23	0d	0	13
7	24	0u	0	13
7	40	1	0	12
7	41	2	0	12
7	42	3	0	12
7	43	0d	0	12
7	44	0u	0	12
7	5	1	1	14
7	6	2	1	14
7	7	3	1	14
7	8	0d	1	14
7	9	0u	1	14
7	25	1	1	13
7	26	2	1	13
7	27	3	1	13
7	28	0d	1	13
7	29	0u	1	13
7	45	1	1	12
7	46	2	1	12
7	47	3	1	12
7	48	0d	1	12
7	49	0u	1	12
7	10	1	2	14
7	11	2	2	14
7	12	3	2	14
7	13	0d	2	14
7	14	0u	2	14
7	30	1	2	13
7	31	2	2	13
7	32	3	2	13
7	33	0d	2	13
7	34	0u	2	13
7	50	1	2	12
7	51	2	2	12
7	52	3	2	12
7	53	0d	2	12
7	54	0u	2	12
7	15	1	3	14
7	16	2	3	14
7	17	3	3	14
7	18	0d	3	14
7	19	0u	3	14
7	35	1	3	13
7	36	2	3	13
7	37	3	3	13
7	38	0d	3	13
7	39	0u	3	13
7	55	1	3	12
7	56	2	3	12
7	57	3	3	12
7	58	0d	3	12
7	59	0u	3	12
8	0	1	5	14
8	1	2	5	14
8	2	3	5	14
8	3	0d	5	14
8	4	0u	5	14
8	20	1	5	13
8	21	2	5	13
8	22	3	5	13
8	23	0d	5	13
8	24	0u	5	13
8	40	1	5	12
8	41	2	5	12
8	42	3	5	12
8	43	0d	5	12
8	44	0u	5	12
8	5	1	6	14
8	6	2	6	14
8	7	3	6	14
8	8	0d	6	14
8	9	0u	6	14
8	25	1	6	13
8	26	2	6	13
8	27	3	6	13
8	28	0d	6	13
8	29	0u	6	13
8	45	1	6	12
8	46	2	6	12
8	47	3	6	12
8	48	0d	6	12
8	49	0u	6	12
8	10	1	7	14
8	11	2	7	14
8	12	3	7	14
8	13	0d	7	14
8	14	0u	7	14
8	30	1	7	13
8	31	2	7	13
8	32	3	7	13
8	33	0d	7	13
8	34	0u	7	13
8	50	1	7	12
8	51	2	7	12
8	52	3	7	12
8	53	0d	7	12
8	54	0u	7	12
8	15	1	8	14
8	16	2	8	14
8	17	3	8	14
8	18	0d	8	14
8	19	0u	8	14
8	35	1	8	13
8	36	2	8	13
8	37	3	8	13
8	38	0d	8	13
8	39	0u	8	13
8	55	1	8	12
8	56	2	8	12
8	57	3	8	12
8	58	0d	8	12
8	59	0u	8	12
9	0	1	9	14
9	1	2	9	14
9	2	3	9	14
9	3	0d	9	14
9	4	0u	9	14
9	20	1	9	13
9	21	2	9	13
9	22	3	9	13
9	23	0d	9	13
9	24	0u	9	13
9	40	1	9	12
9	41	2	9	12
9	42	3	9	12
9	43	0d	9	12
9	44	0u	9	12
9	5	1	10	14
9	6	2	10	14
9	7	3	10	14
9	8	0d	10	14
9	9	0u	10	14
9	25	1	10	13
9	26	2	10	13
9	27	3	10	13
9	28	0d	10	13
9	29	0u	10	13
9	45	1	10	12
9	46	2	10	12
9	47	3	10	12
9	48	0d	10	12
9	49	0u	10	12
9	10	1	11	14
9	11	2	11	14
9	12	3	11	14
9	13	0d	11	14
9	14	0u	11	14
9	30	1	11	13
9	31	2	11	13
9	32	3	11	13
9	33	0d	11	13
9	34	0u	11	13
9	50	1	11	12
9	51	2	11	12
9	52	3	11	12
9	53	0d	11	12
9	54	0u	11	12
9	15	1	12	14
9	16	2	12	14
9	17	3	12	14
9	18	0d	12	14
9	19	0u	12	14
9	35	1	12	13
9	36	2	12	13
9	37	3	12	13
9	38	0d	12	13
9	39	0u	12	13
9	55	1	12	12
9	56	2	12	12
9	57	3	12	12
9	58	0d	12	12
9	59	0u	12	12
10	0	1	13	14
10	1	2	13	14
10	2	3	13	14
10	3	0d	13	14
10	4	0u	13	14
10	20	1	13	13
10	21	2	13	13
10	22	3	13	13
10	23	0d	13	13
10	24	0u	13	13
10	40	1	13	12
10	41	2	13	12
10	42	3	13	12
10	43	0d	13	12
10	44	0u	13	12
10	5	1	14	14
10	6	2	14	14
10	7	3	14	14
10	8	0d	14	14
10	9	0u	14	14
10	25	1	14	13
10	26	2	14	13
10	27	3	14	13
10	28	0d	14	13
10	29	0u	14	13
10	45	1	14	12
10	46	2	14	12
10	47	3	14	12
10	48	0d	14	12
10	49	0u	14	12
10	10	1	15	14
10	11	2	15	14
10	12	3	15	14
10	13	0d	15	14
10	14	0u	15	14
10	30	1	15	13
10	31	2	15	13
10	32	3	15	13
10	33	0d	15	13
10	34	0u	15	13
10	50	1	15	12
10	51	2	15	12
10	52	3	15	12
10	53	0d	15	12
10	54	0u	15	12
10	15	1	16	14
10	16	2	16	14
10	17	3	16	14
10	18	0d	16	14
10	19	0u	16	14
10	35	1	16	13
10	36	2	16	13
10	37	3	16	13
10	38	0d	16	13
10	39	0u	16	13
10	55	1	16	12
10	56	2	16	12
10	57	3	16	12
10	58	0d	16	12
10	59	0u	16	12
11	25	1	11	11
11	26	2	11	11
11	27	3	11	11
11	28	0d	11	11
11	29	0u	11	11
11	40	1	11	10
11	41	2	11	10
11	42	3	11	10
11	43	0d	11	10
11	44	0u	11	10
11	20	1	12	11
11	21	2	12	11
11	22	3	12	11
11	23	0d	12	11
11	24	0u	12	11
11	45	1	12	10
11	46	2	12	10
11	47	3	12	10
11	48	0d	12	10
11	49	0u	12	10
11	0	1	13	11
11	1	2	13	11
11	2	3	13	11
11	3	0d	13	11
11	4	0u	13	11
11	50	1	13	10
11	51	2	13	10
11	52	3	13	10
11	53	0d	13	10
11	54	0u	13	10
11	5	1	14	11
11	6	2	14	11
11	7	3	14	11
11	8	0d	14	11
11	9	0u	14	11
11	55	1	14	10
11	56	2	14	10
11	57	3	14	10
11	58	0d	14	10
11	59	0u	14	10
11	10	1	15	11
11	11	2	15	11
11	12	3	15	11
11	13	0d	15	11
11	14	0u	15	11
11	30	1	15	10
11	31	2	15	10
11	32	3	15	10
11	33	0d	15	10
11	34	0u	15	10
11	15	1	16	11
11	16	2	16	11
11	17	3	16	11
11	18	0d	16	11
11	19	0u	16	11
11	35	1	16	10
11	36	2	16	10
11	37	3	16	10
11	38	0d	16	10
11	39	0u	16	10
12	0	1	14	9
12	1	2	14	9
12	2	3	14	9
12	3	0d	14	9
12	4	0u	14	9
12	20	1	15	9
12	21	2	15	9
12	22	3	15	9
12	23	0d	15	9
12	24	0u	15	9
12	40	1	15	8
12	41	2	15	8
12	42	3	15	8
12	43	0d	15	8
12	44	0u	15	8
12	25	1	16	9
12	26	2	16	9
12	27	3	16	9
12	28	0d	16	9
12	29	0u	16	9
12	45	1	16	8
12	46	2	16	8
12	47	3	16	8
12	48	0d	16	8
12	49	0u	16	8
12	5	1	17	12
12	6	2	17	12
12	7	3	17	12
12	8	0d	17	12
12	9	0u	17	12
12	10	1	17	13
12	11	2	17	13
12	12	3	17	13
12	13	0d	17	13
12	14	0u	17	13
12	15	1	17	14
12	16	2	17	14
12	17	3	17	14
12	18	0d	17	14
12	19	0u	17	14
12	30	1	17	9
12	31	2	17	9
12	32	3	17	9
12	33	0d	17	9
12	34	0u	17	9
12	35	1	17	11
12	36	2	17	11
12	37	3	17	11
12	38	0d	17	11
12	39	0u	17	11
12	50	1	17	8
12	51	2	17	8
12	52	3	17	8
12	53	0d	17	8
12	54	0u	17	8
12	55	1	17	10
12	56	2	17	10
12	57	3	17	10
12	58	0d	17	10
12	59	0u	17	10
0	60	/	/	/
0	61	/	/	/
0	62	/	/	/
0	63	/	/	/
1	60	/	/	/
1	61	/	/	/
1	62	/	/	/
1	63	/	/	/
2	60	/	/	/
2	61	/	/	/
2	62	/	/	/
2	63	/	/	/
3	60	/	/	/
3	61	/	/	/
3	62	/	/	/
3	63	/	/	/
4	60	/	/	/
4	61	/	/	/
4	62	/	/	/
4	63	/	/	/
5	60	/	/	/
5	61	/	/	/
5	62	/	/	/
5	63	/	/	/
6	60	/	/	/
6	61	/	/	/
6	62	/	/	/
6	63	/	/	/
7	60	/	/	/
7	61	/	/	/
7	62	/	/	/
7	63	/	/	/
8	60	/	/	/
8	61	/	/	/
8	62	/	/	/
8	63	/	/	/
9	60	/	/	/
9	61	/	/	/
9	62	/	/	/
9	63	/	/	/
10	60	/	/	/
10	61	/	/	/
10	62	/	/	/
10	63	/	/	/
11	60	/	/	/
11	61	/	/	/
11	62	/	/	/
11	63	/	/	/
12	60	/	/	/
12	61	/	/	/
12	62	/	/	/
12	63	/	/	/
