3	12	0.565503
3	15	1.46783
3	16	1.2765
3	17	0.934547
3	18	0.643362
3	19	0.605275
3	20	1.29645
3	21	1.18051
3	22	1.30698
3	23	0.529316
3	25	0.701745
3	26	0.882205
3	27	0.634798
3	28	0.501741
3	29	0.488363
3	30	0.72792
3	31	0.819016
3	32	0.595498
3	35	1.14506
3	36	1.22534
3	37	1.05341
3	38	0.520824
3	39	0.613098
3	43	0.628847
3	44	0.654997
3	45	0.717113
3	46	0.766263
3	47	0.761004
3	48	0.31952
3	49	0.635796
3	50	1.28792
3	51	1.22064
3	52	1.10042
3	53	0.597173
3	54	0.602114
3	55	0.815369
3	56	0.670061
3	57	0.589884
3	58	0.55421
3	59	0.536019
5	1	1.09061
5	2	0.970971
5	3	0.497934
5	4	0.627046
5	5	1.32546
5	6	1.14267
5	7	1.03787
5	8	0.620616
5	9	0.643629
5	10	1.22254
5	11	1.24486
5	12	1.11083
5	13	0.549132
5	14	0.707104
5	15	1.3209
5	16	1.07554
5	17	1.14464
5	18	0.562138
5	19	0.537484
5	20	0.894395
5	21	0.760376
5	22	0.751332
5	23	0.683198
5	24	0.59047
5	25	0.762028
5	26	1.06195
5	27	0.893263
5	28	0.599486
5	29	0.633327
5	30	1.15553
5	31	0.679162
5	32	0.657041
5	33	0.721576
5	34	0.645898
5	35	0.732502
5	36	0.786786
5	37	0.66933
5	38	0.577696
5	39	0.743056
5	40	1.54737
5	41	1.4473
5	42	1.24737
5	43	0.646949
5	44	0.549732
5	45	0.753829
5	46	0.607558
5	47	0.512739
5	48	0.554343
5	50	1.35002
5	51	1.05918
5	52	1.14802
5	53	0.611046
5	54	0.519283
5	55	0.759667
5	56	0.740299
5	57	0.583195
5	58	0.611367
5	59	0.593322
6	0	1.16864
6	1	1.27636
6	2	0.90087
6	3	0.466236
6	4	0.594439
6	5	1.35308
6	6	1.142
6	7	1.24645
6	8	0.489997
6	9	0.621809
6	10	1.32809
6	11	1.40168
6	12	1.03076
6	13	0.525395
6	14	0.619091
6	15	1.36983
6	16	1.39067
6	17	1.05667
6	18	0.582921
6	20	1.43779
6	21	1.46168
6	22	1.05642
6	23	0.678428
6	24	0.521436
6	25	1.35806
6	26	1.41364
6	27	1.0851
6	28	0.763454
6	29	0.62329
6	30	0.973872
6	31	0.808172
6	32	0.718103
6	33	0.705529
6	34	0.626302
6	35	0.937197
6	36	0.610251
6	37	0.625283
6	38	0.571916
6	39	0.626485
6	40	1.35086
6	41	1.22642
6	42	1.07159
6	43	0.530323
6	44	0.399538
6	45	1.13771
6	46	1.15878
6	47	0.98359
6	48	0.575145
6	49	0.554288
6	50	0.921061
6	51	0.902042
6	52	0.747146
6	53	0.411229
6	54	0.630309
6	55	1.61109
6	56	1.10979
6	57	1.05886
6	58	0.477149
6	59	0.55255
7	0	1.00282
7	1	0.891461
7	2	0.612465
7	3	0.626256
7	4	0.614236
7	5	1.57179
7	6	1.01675
7	7	1.12996
7	8	0.426131
7	9	0.754622
7	10	0.872174
7	11	1.16427
7	12	0.941958
7	13	0.673742
7	14	0.581056
7	15	1.29445
7	16	1.15256
7	17	0.990801
7	18	0.66923
7	19	0.585508
7	20	1.79853
7	21	1.53105
7	22	1.19357
7	23	0.790363
7	24	0.707844
7	25	1.67536
7	26	1.26673
7	27	1.05689
7	28	0.696864
7	29	0.67314
7	30	1.40172
7	31	1.41959
7	32	1.14646
7	33	0.689353
7	34	0.743675
7	35	0.811236
7	36	0.769142
7	37	0.665363
7	38	0.591776
7	39	0.707237
7	40	1.54739
7	41	1.15898
7	42	1.20044
7	43	0.563737
7	44	0.616632
7	45	1.76145
7	46	1.19972
7	47	1.0984
7	48	0.660156
7	49	0.724601
7	50	1.50112
7	51	1.30234
7	52	1.24651
7	53	0.668315
7	54	0.55115
7	55	1.48189
7	56	1.25086
7	57	1.09356
7	58	0.563014
7	59	0.746535
8	0	1.31678
8	1	1.22923
8	2	0.962651
8	3	0.466951
8	4	0.658751
8	5	0.775416
8	6	0.670688
8	7	0.572577
8	8	0.502018
8	9	0.493828
8	10	0.87693
8	11	0.666559
8	12	0.718611
8	13	0.429723
8	14	0.567492
8	15	1.46976
8	16	1.1749
8	17	0.931103
8	18	0.454182
8	19	0.509039
8	20	1.24577
8	21	1.37845
8	22	1.1284
8	23	0.522511
8	24	0.568801
8	25	1.43019
8	26	1.31971
8	27	1.03533
8	28	0.514821
8	29	0.511744
8	30	1.64885
8	31	1.20492
8	32	1.26012
8	33	0.516405
8	34	0.550994
8	36	1.29459
8	37	1.32442
8	38	0.466097
8	39	0.585119
8	40	0.73184
8	41	0.701429
8	42	0.596835
8	43	0.529305
8	44	0.448311
8	45	0.755484
8	46	0.666356
8	47	0.690538
8	48	0.463761
8	49	0.31154
8	50	1.60631
8	51	1.35358
8	52	0.991331
8	53	0.437688
8	54	0.629648
8	55	1.3577
8	56	1.10841
8	57	0.954254
8	58	0.575216
8	59	0.484125
9	0	1.53114
9	1	1.13937
9	2	1.01273
9	3	0.501415
9	4	0.620227
9	5	0.756031
9	6	0.710877
9	7	0.61583
9	8	0.461942
9	9	0.455873
9	10	1.40048
9	11	1.082
9	12	1.00187
9	13	0.477548
9	14	0.649454
9	15	0.659221
9	16	0.675
9	17	0.897501
9	18	0.655362
9	19	0.469791
9	20	1.36867
9	21	1.05954
9	22	0.924631
9	23	0.49088
9	24	0.485648
9	25	0.830374
9	26	0.624224
9	27	0.601017
9	28	0.55349
9	29	0.585616
9	30	1.43612
9	31	1.30658
9	32	1.28693
9	33	0.703102
9	34	0.766567
9	35	1.29378
9	36	1.31103
9	37	1.24586
9	38	0.607869
9	39	0.522328
9	40	1.60248
9	41	1.184
9	42	1.00108
9	43	0.640822
9	44	0.657587
9	45	0.623459
9	46	0.5829
9	47	0.556663
9	48	0.604261
9	49	0.382624
9	50	0.825033
9	51	0.728574
9	52	0.730128
9	53	0.49641
9	54	0.675632
9	55	1.21206
9	56	1.06
9	57	0.899366
9	58	0.508924
9	59	0.541615
10	0	1.14843
10	1	1.19292
10	2	1.29168
10	3	0.556898
10	4	0.65597
10	5	1.33991
10	6	1.21129
10	7	1.0886
10	8	0.568937
10	9	0.575481
10	10	1.53936
10	11	1.26901
10	12	1.21033
10	13	0.542496
10	14	0.684489
10	15	1.43642
10	16	1.13408
10	17	1.06978
10	18	0.483996
10	19	0.678474
10	20	0.785489
10	21	0.813981
10	22	0.684948
10	23	0.610095
10	24	0.579304
10	25	0.805035
10	26	0.755418
10	27	0.902937
10	28	0.637698
10	29	0.56661
10	30	1.26528
10	31	1.27137
10	32	1.11681
10	33	0.543294
10	34	0.598255
10	35	1.7083
10	36	1.2004
10	37	1.13682
10	38	0.639063
10	39	0.698536
10	40	1.20929
10	41	1.13872
10	42	1.20835
10	43	0.501434
10	44	0.664657
10	45	0.804723
10	46	0.746416
10	47	0.603615
10	48	0.549935
10	49	0.464454
10	50	1.64149
10	51	1.33462
10	52	1.047
10	53	0.571525
10	54	0.430674
10	55	1.41345
10	56	1.32543
10	57	0.954913
10	58	0.539311
10	59	0.633247
11	2	1.28148
11	3	0.567181
11	4	0.569423
11	5	0.649629
11	6	0.701804
11	7	0.642187
11	8	0.669709
11	9	0.556436
11	10	0.742831
11	11	1.12251
11	12	1.3234
11	13	0.660416
11	14	0.63394
11	15	1.13283
11	16	1.03072
11	17	0.577316
11	18	0.732125
11	19	0.605845
11	20	0.913007
11	21	0.695815
11	22	0.605257
11	23	0.550222
11	24	0.548709
11	25	1.46139
11	26	1.40832
11	27	1.00543
11	28	0.676328
11	29	0.388157
11	30	0.847714
11	31	1.08894
11	32	0.859114
11	33	0.678196
11	34	0.549588
11	35	1.37521
11	36	1.32116
11	37	1.18676
11	38	0.599679
11	39	0.608382
11	40	0.782368
11	41	0.71037
11	42	0.737653
11	43	0.631195
11	44	0.69856
11	45	0.701377
11	46	0.721156
11	47	0.66234
11	48	0.651321
11	49	0.545282
11	50	0.694896
11	51	0.80499
11	52	0.730899
11	53	0.649868
11	54	0.593652
11	55	1.64301
11	56	1.28719
11	57	1.05852
11	58	0.644281
11	59	0.671256
12	0	0.875511
12	1	0.751884
12	2	0.681942
12	4	0.619529
12	5	1.32294
12	6	1.36776
12	7	1.03958
12	8	0.579805
12	9	0.32849
12	10	0.824843
12	11	0.835199
12	12	0.578288
12	13	0.643313
12	14	0.576413
12	15	0.770314
12	16	0.598192
12	17	0.737248
12	18	0.580209
12	19	0.53924
12	20	1.37332
12	21	1.10042
12	22	1.233
12	23	0.540947
12	24	0.504388
12	25	0.766265
12	26	0.723357
12	27	0.65176
12	28	0.446765
12	29	0.52023
12	30	1.28295
12	31	1.27573
12	32	1.06975
12	33	0.54219
12	34	0.67201
12	35	1.02231
12	36	1.15961
12	37	1.24997
12	38	0.585504
12	39	0.588908
12	40	1.31436
12	41	1.06832
12	42	1.18133
12	43	0.576591
12	44	0.45373
12	45	0.734203
12	46	0.679586
12	47	0.611111
12	48	0.450614
12	50	0.967697
12	51	0.750142
12	52	1.24951
12	53	0.566645
12	55	1.00827
12	56	1.07868
12	57	0.990254
12	58	0.452466
12	59	0.568983
