0	0	1.06615
0	1	1.22329
0	2	1.17311
0	3	0.544642
0	4	0.619511
0	5	1.0778
0	6	0.550048
0	7	0.55456
0	8	0.547543
0	9	0.540932
0	10	0.714037
0	11	0.561758
0	12	0.581651
0	13	0.580256
0	14	0.51392
0	15	1.2015
0	16	0.653256
0	17	0.651992
0	18	0.546954
0	19	0.520377
0	20	0.791685
0	21	0.809425
0	22	0.939919
0	23	0.621853
0	24	0.521948
0	25	1.13698
0	26	1.09307
0	27	0.812616
0	28	0.527981
0	29	0.370422
0	30	1.23505
0	31	1.05339
0	32	1.0418
0	33	0.587997
0	34	0.628564
0	35	1.50354
0	36	1.20913
0	37	1.01285
0	38	0.557631
0	39	0.444665
0	40	1.22688
0	41	1.25437
0	42	1.02171
0	43	0.409879
0	44	0.394422
0	45	1.37728
0	46	0.979626
0	47	0.950054
0	48	0.571572
0	49	0.63213
0	50	1.28097
0	51	1.08072
0	52	1.15046
0	53	0.523008
0	54	0.519957
0	55	1.33878
0	56	1.20112
0	57	1.10276
0	58	0.582884
0	59	0.564807
1	0	0.753652
1	2	0.599153
1	3	0.623638
1	4	0.597761
1	5	1.54579
1	6	1.15364
1	7	1.20857
1	8	0.635203
1	9	0.597694
1	10	1.21358
1	11	1.20251
1	12	1.14125
1	13	0.658597
1	14	0.552257
1	15	1.23734
1	16	1.0972
1	17	1.06345
1	18	0.665995
1	19	0.490919
1	20	0.972295
1	21	0.733133
1	22	0.801823
1	23	0.594032
1	24	0.445028
1	25	1.39125
1	26	0.876553
1	27	0.70872
1	28	0.618619
1	29	0.641552
1	30	0.909692
1	31	0.734549
1	32	0.636223
1	33	0.661539
1	34	0.658087
1	35	1.37405
1	36	1.23309
1	37	1.19342
1	38	0.559257
1	39	0.671522
1	40	1.61774
1	41	1.35793
1	43	0.598851
1	44	0.647404
1	45	1.6225
1	46	1.16887
1	47	0.975345
1	48	0.666381
1	49	0.66099
1	50	1.21191
1	51	1.29743
1	52	0.995651
1	53	0.628723
1	54	0.622242
1	55	1.08426
1	56	1.21736
1	57	1.08706
1	58	0.476589
1	59	0.615221
2	0	1.2032
2	1	1.33115
2	2	1.05643
2	4	0.606431
2	5	1.55758
2	6	1.13391
2	7	1.08736
2	8	0.750468
2	9	0.627521
2	10	1.39508
2	11	1.23161
2	12	1.09462
2	13	0.589512
2	14	0.641822
2	15	1.55223
2	16	1.13198
2	17	1.15921
2	18	0.691105
2	19	0.659028
2	20	1.31053
2	21	1.05344
2	22	1.14723
2	23	0.570306
2	24	0.657094
2	25	1.57517
2	26	1.43739
2	27	1.14527
2	28	0.574625
2	30	1.33833
2	31	1.13102
2	32	1.05916
2	33	0.55705
2	34	0.413214
2	35	1.60952
2	36	1.12923
2	37	1.11986
2	38	0.51534
2	39	0.582669
2	40	1.23672
2	41	1.13998
2	42	0.955418
2	43	0.365472
2	44	0.414529
2	45	1.08266
2	46	0.611688
2	47	0.510896
2	48	0.509574
2	49	0.432081
2	50	0.793874
2	51	0.655036
2	52	0.570983
2	53	0.562012
2	54	0.596639
2	55	1.27715
2	56	1.14495
2	57	0.987183
2	59	0.554693
3	0	0.939413
3	2	0.700428
3	3	0.567908
3	4	0.636479
3	5	1.16046
3	6	1.33143
3	7	1.16512
3	8	0.69496
3	10	0.739684
3	11	0.562455
